id_venta;fecha;cliente;producto;categoria;ciudad;cantidad;precio_unitario;valor;canal
1001;21/01/2025;1171;Mouse;Tecnología;Cartagena;4;90000;360000;App
1002;21/07/2025;1181;Teclado;Tecnología;Bogota;3;180000;540000;App
1003;17/11/2025;1032;Audífonos;Tecnología;Medellin;3;220000;660000;App
1004;18/07/2025;1116;Laptop;Tecnología;Cartagena;2;3200000;6400000;App
1005;24/06/2025;1045;Escritorio;Oficina;Bucaramanga;4;900000;3600000;Web
1006;24/09/2025;1214;Mochila;Accesorios;Pereira;2;160000;320000;Web
1007;21/10/2025;1169;Teclado;Tecnología;Barranquilla;4;180000;720000;App
1008;5/10/2025;1298;Teclado;Tecnología;Medellin;5;180000;900000;Web
1009;17/12/2025;1159;Mouse;Tecnología;Pereira;5;90000;450000;Web
1010;11/03/2025;1290;Escritorio;Oficina;Pereira;2;900000;1800000;Web
1011;12/06/2025;1095;Monitor;Tecnología;Cartagena;3;850000;2550000;Tienda
1012;16/03/2025;1212;Laptop;Tecnología;Pereira;4;3200000;12800000;App
1013;5/06/2025;1078;Cuaderno;Papelería;Bucaramanga;2;18000;36000;App
1014;24/02/2025;1137;Teclado;Tecnología;Medellin;5;180000;900000;Tienda
1015;18/10/2025;1119;Mochila;Accesorios;Medellin;1;160000;160000;Web
1016;3/07/2025;1069;Monitor;Tecnología;Bucaramanga;5;850000;4250000;Distribuidor
1017;6/11/2025;1095;Cuaderno;Papelería;Bucaramanga;4;18000;72000;App
1018;9/09/2025;1099;Cuaderno;Papelería;Medellin;2;18000;36000;Web
1019;17/01/2025;1139;Escritorio;Oficina;Pereira;4;900000;3600000;Tienda
1020;24/04/2025;1034;Mouse;Tecnología;Pereira;2;90000;180000;Web
1021;13/08/2025;1235;Mochila;Accesorios;Barranquilla;2;160000;320000;App
1022;7/08/2025;1195;Escritorio;Oficina;Pereira;3;900000;2700000;Tienda
1023;21/07/2025;1267;Mochila;Accesorios;Bucaramanga;1;160000;160000;Tienda
1024;20/08/2025;1126;Cuaderno;Papelería;Pereira;5;18000;90000;Tienda
1025;3/10/2025;1286;Escritorio;Oficina;Bucaramanga;4;900000;3600000;Tienda
1026;22/09/2025;1226;Laptop;Tecnología;Medellin;4;3200000;12800000;App
1027;5/06/2025;1217;Audífonos;Tecnología;Barranquilla;3;220000;660000;Web
1028;10/11/2025;1238;Laptop;Tecnología;Bucaramanga;4;3200000;12800000;Web
1029;16/02/2025;1300;Bolígrafo;Papelería;Bogota;5;5000;25000;Web
1030;11/03/2025;1231;Escritorio;Oficina;Barranquilla;1;900000;900000;App
1031;2/04/2025;1233;Cuaderno;Papelería;Cartagena;1;18000;18000;Web
1032;9/05/2025;1064;Silla;Oficina;Bucaramanga;1;650000;650000;Web
1033;28/02/2025;1044;Cuaderno;Papelería;Bucaramanga;5;18000;90000;App
1034;29/12/2025;1194;Escritorio;Oficina;Bucaramanga;5;900000;4500000;Web
1035;14/07/2025;1172;Laptop;Tecnología;Pereira;5;3200000;16000000;Web
1036;4/12/2025;1092;Teclado;Tecnología;Medellin;1;180000;180000;Web
1037;3/08/2025;1148;Audífonos;Tecnología;Cali;2;220000;440000;Distribuidor
1038;2/03/2025;1130;Teclado;Tecnología;Medellin;1;180000;180000;Tienda
1039;23/08/2025;1279;Cuaderno;Papelería;Pereira;1;18000;18000;Distribuidor
1040;8/11/2025;1244;Cuaderno;Papelería;Medellin;4;18000;72000;Web
1041;29/07/2025;1126;Cuaderno;Papelería;Bogota;5;18000;90000;Tienda
1042;23/05/2025;1026;Mochila;Accesorios;Bucaramanga;2;160000;320000;Web
1043;17/03/2025;1019;Laptop;Tecnología;Bucaramanga;2;3200000;6400000;App
1044;17/01/2025;1170;Mochila;Accesorios;Pereira;1;160000;160000;App
1045;26/01/2025;1083;Monitor;Tecnología;Barranquilla;3;850000;2550000;Web
1046;9/11/2025;1234;Mochila;Accesorios;Cartagena;5;160000;800000;Web
1047;4/07/2025;1166;Laptop;Tecnología;Bogota;3;3200000;9600000;App
1048;14/07/2025;1282;Monitor;Tecnología;Pereira;1;850000;850000;Distribuidor
1049;30/05/2025;1141;Cuaderno;Papelería;Medellin;3;18000;54000;Tienda
1050;27/09/2025;1108;Escritorio;Oficina;Cartagena;5;900000;4500000;Web
1051;30/01/2025;1248;Monitor;Tecnología;Cartagena;5;850000;4250000;Tienda
1052;28/12/2025;1133;Audífonos;Tecnología;Barranquilla;5;220000;1100000;App
1053;22/10/2025;1289;Mochila;Accesorios;Cali;4;160000;640000;Web
1054;24/09/2025;1120;Cuaderno;Papelería;Barranquilla;3;18000;54000;Web
1055;10/04/2025;1239;Laptop;Tecnología;Bogota;1;3200000;3200000;Tienda
1056;17/04/2025;1024;Mochila;Accesorios;Barranquilla;3;160000;480000;Distribuidor
1057;29/06/2025;1006;Bolígrafo;Papelería;Pereira;2;5000;10000;Web
1058;20/12/2025;1158;Audífonos;Tecnología;Cali;3;220000;660000;Tienda
1059;17/09/2025;1059;Bolígrafo;Papelería;Cali;3;5000;15000;Tienda
1060;24/06/2025;1090;Escritorio;Oficina;Bucaramanga;2;900000;1800000;Tienda
1061;19/06/2025;1243;Silla;Oficina;Bucaramanga;1;650000;650000;Distribuidor
1062;27/11/2025;1236;Teclado;Tecnología;Barranquilla;5;180000;900000;Web
1063;21/06/2025;1029;Cuaderno;Papelería;Pereira;5;18000;90000;Distribuidor
1064;3/06/2025;1285;Mochila;Accesorios;Bucaramanga;5;160000;800000;App
1065;10/01/2025;1182;Mouse;Tecnología;Cartagena;1;90000;90000;App
1066;18/03/2025;1174;Audífonos;Tecnología;Pereira;4;220000;880000;Tienda
1067;17/11/2025;1293;Bolígrafo;Papelería;Pereira;5;5000;25000;Web
1068;19/07/2025;1158;Teclado;Tecnología;Cartagena;3;180000;540000;Tienda
1069;30/12/2025;1045;Laptop;Tecnología;Cali;4;3200000;12800000;Distribuidor
1070;2/05/2025;1111;Silla;Oficina;Barranquilla;5;650000;3250000;App
1071;4/06/2025;1020;Teclado;Tecnología;Bogota;2;180000;360000;App
1072;17/02/2025;1248;Cuaderno;Papelería;Cartagena;5;18000;90000;Tienda
1073;20/03/2025;1269;Mouse;Tecnología;Cali;3;90000;270000;Distribuidor
1074;17/06/2025;1265;Teclado;Tecnología;Pereira;2;180000;360000;Tienda
1075;16/04/2025;1268;Laptop;Tecnología;Barranquilla;1;3200000;3200000;Distribuidor
1076;3/01/2025;1171;Audífonos;Tecnología;Bogota;4;220000;880000;Tienda
1077;24/01/2025;1012;Monitor;Tecnología;Cartagena;5;850000;4250000;App
1078;9/06/2025;1099;Mouse;Tecnología;Cali;3;90000;270000;Web
1079;22/05/2025;1061;Bolígrafo;Papelería;Cali;3;5000;15000;Distribuidor
1080;18/03/2025;1008;Teclado;Tecnología;Cali;5;180000;900000;Tienda
1081;14/10/2025;1278;Bolígrafo;Papelería;Bogota;3;5000;15000;Web
1082;9/10/2025;1146;Silla;Oficina;Cali;5;650000;3250000;Web
1083;6/05/2025;1174;Teclado;Tecnología;Bogota;5;180000;900000;App
1084;16/08/2025;1242;Laptop;Tecnología;Medellin;1;3200000;3200000;Tienda
1085;24/02/2025;1219;Escritorio;Oficina;Bogota;4;900000;3600000;Tienda
1086;2/04/2025;1183;Mochila;Accesorios;Cartagena;3;160000;480000;Distribuidor
1087;20/06/2025;1239;Mouse;Tecnología;Bucaramanga;5;90000;450000;Tienda
1088;9/03/2025;1050;Monitor;Tecnología;Pereira;4;850000;3400000;Distribuidor
1089;8/06/2025;1115;Cuaderno;Papelería;Barranquilla;2;18000;36000;Web
1090;12/11/2025;1094;Audífonos;Tecnología;Cali;3;220000;660000;Distribuidor
1091;16/06/2025;1034;Cuaderno;Papelería;Barranquilla;4;18000;72000;Tienda
1092;27/02/2025;1088;Silla;Oficina;Barranquilla;3;650000;1950000;Distribuidor
1093;28/06/2025;1261;Mochila;Accesorios;Cartagena;1;160000;160000;Web
1094;27/07/2025;1155;Monitor;Tecnología;Cali;5;850000;4250000;Tienda
1095;25/08/2025;1123;Escritorio;Oficina;Cartagena;5;900000;4500000;Distribuidor
1096;5/05/2025;1197;Bolígrafo;Papelería;Medellin;1;5000;5000;Distribuidor
1097;24/06/2025;1223;Mouse;Tecnología;Pereira;5;90000;450000;Distribuidor
1098;25/06/2025;1089;Bolígrafo;Papelería;Bucaramanga;1;5000;5000;Web
1099;31/12/2025;1059;Mochila;Accesorios;Pereira;5;160000;800000;Distribuidor
1100;2/11/2025;1228;Cuaderno;Papelería;Cali;2;18000;36000;Tienda
1101;7/06/2025;1195;Escritorio;Oficina;Bogota;3;900000;2700000;Tienda
1102;11/09/2025;1072;Laptop;Tecnología;Bogota;5;3200000;16000000;Web
1103;22/11/2025;1077;Laptop;Tecnología;Pereira;4;3200000;12800000;Web
1104;30/09/2025;1101;Audífonos;Tecnología;Barranquilla;2;220000;440000;Distribuidor
1105;15/12/2025;1223;Silla;Oficina;Cali;3;650000;1950000;App
1106;15/02/2025;1066;Mochila;Accesorios;Bogota;3;160000;480000;Distribuidor
1107;1/02/2025;1001;Silla;Oficina;Cartagena;5;650000;3250000;Tienda
1108;3/07/2025;1016;Monitor;Tecnología;Pereira;2;850000;1700000;App
1109;10/08/2025;1196;Mochila;Accesorios;Barranquilla;4;160000;640000;App
1110;15/07/2025;1089;Escritorio;Oficina;Cartagena;4;900000;3600000;Web
1111;13/03/2025;1185;Mouse;Tecnología;Cartagena;4;90000;360000;Distribuidor
1112;20/03/2025;1069;Audífonos;Tecnología;Pereira;1;220000;220000;Web
1113;6/02/2025;1224;Laptop;Tecnología;Medellin;2;3200000;6400000;Distribuidor
1114;13/02/2025;1234;Teclado;Tecnología;Bucaramanga;5;180000;900000;Distribuidor
1115;6/08/2025;1261;Mochila;Accesorios;Medellin;4;160000;640000;Distribuidor
1116;10/10/2025;1116;Cuaderno;Papelería;Barranquilla;2;18000;36000;App
1117;6/08/2025;1122;Mochila;Accesorios;Bogota;5;160000;800000;Distribuidor
1118;18/05/2025;1018;Escritorio;Oficina;Cartagena;1;900000;900000;App
1119;18/10/2025;1058;Cuaderno;Papelería;Bucaramanga;5;18000;90000;App
1120;4/09/2025;1239;Monitor;Tecnología;Medellin;5;850000;4250000;App
1121;10/02/2025;1126;Bolígrafo;Papelería;Cartagena;4;5000;20000;Tienda
1122;19/11/2025;1028;Monitor;Tecnología;Bucaramanga;3;850000;2550000;App
1123;1/10/2025;1263;Laptop;Tecnología;Barranquilla;4;3200000;12800000;Distribuidor
1124;21/10/2025;1151;Silla;Oficina;Barranquilla;3;650000;1950000;App
1125;27/03/2025;1289;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;App
1126;1/02/2025;1294;Cuaderno;Papelería;Cartagena;1;18000;18000;Web
1127;3/12/2025;1147;Audífonos;Tecnología;Pereira;4;220000;880000;Tienda
1128;12/02/2025;1143;Teclado;Tecnología;Cartagena;3;180000;540000;Tienda
1129;9/03/2025;1132;Mochila;Accesorios;Cali;1;160000;160000;App
1130;27/02/2025;1229;Mochila;Accesorios;Medellin;3;160000;480000;Web
1131;31/03/2025;1249;Audífonos;Tecnología;Pereira;2;220000;440000;Web
1132;28/09/2025;1075;Laptop;Tecnología;Cali;5;3200000;16000000;Tienda
1133;20/03/2025;1197;Cuaderno;Papelería;Pereira;2;18000;36000;Distribuidor
1134;5/12/2025;1108;Cuaderno;Papelería;Bucaramanga;5;18000;90000;Web
1135;26/06/2025;1060;Laptop;Tecnología;Bucaramanga;1;3200000;3200000;App
1136;27/03/2025;1155;Cuaderno;Papelería;Barranquilla;4;18000;72000;Distribuidor
1137;30/09/2025;1243;Mouse;Tecnología;Barranquilla;3;90000;270000;Distribuidor
1138;16/03/2025;1007;Bolígrafo;Papelería;Pereira;3;5000;15000;Distribuidor
1139;18/08/2025;1272;Escritorio;Oficina;Bucaramanga;1;900000;900000;App
1140;19/02/2025;1222;Bolígrafo;Papelería;Bucaramanga;5;5000;25000;App
1141;30/11/2025;1137;Audífonos;Tecnología;Cali;1;220000;220000;App
1142;11/05/2025;1124;Mochila;Accesorios;Barranquilla;5;160000;800000;Distribuidor
1143;10/04/2025;1161;Bolígrafo;Papelería;Cali;5;5000;25000;Web
1144;6/01/2025;1007;Laptop;Tecnología;Pereira;4;3200000;12800000;Tienda
1145;20/02/2025;1180;Bolígrafo;Papelería;Bogota;2;5000;10000;Distribuidor
1146;26/05/2025;1013;Audífonos;Tecnología;Medellin;5;220000;1100000;Tienda
1147;17/02/2025;1063;Laptop;Tecnología;Cartagena;1;3200000;3200000;Web
1148;14/02/2025;1290;Mochila;Accesorios;Medellin;2;160000;320000;Distribuidor
1149;26/02/2025;1240;Teclado;Tecnología;Cali;1;180000;180000;App
1150;24/11/2025;1166;Cuaderno;Papelería;Cali;3;18000;54000;Distribuidor
1151;24/03/2025;1196;Monitor;Tecnología;Cali;4;850000;3400000;Tienda
1152;20/06/2025;1092;Laptop;Tecnología;Cali;4;3200000;12800000;App
1153;5/02/2025;1092;Cuaderno;Papelería;Medellin;4;18000;72000;Distribuidor
1154;25/02/2025;1112;Teclado;Tecnología;Cartagena;5;180000;900000;Distribuidor
1155;26/11/2025;1053;Monitor;Tecnología;Barranquilla;1;850000;850000;App
1156;7/02/2025;1229;Monitor;Tecnología;Cartagena;1;850000;850000;App
1157;12/09/2025;1020;Teclado;Tecnología;Bucaramanga;4;180000;720000;Tienda
1158;17/05/2025;1201;Teclado;Tecnología;Bucaramanga;5;180000;900000;App
1159;2/01/2025;1245;Bolígrafo;Papelería;Bucaramanga;4;5000;20000;Distribuidor
1160;26/07/2025;1002;Monitor;Tecnología;Cartagena;4;850000;3400000;Web
1161;19/12/2025;1171;Cuaderno;Papelería;Bogota;3;18000;54000;App
1162;25/07/2025;1188;Laptop;Tecnología;Bucaramanga;5;3200000;16000000;Tienda
1163;24/06/2025;1149;Monitor;Tecnología;Pereira;2;850000;1700000;Distribuidor
