id_venta;fecha;cliente;producto;categoria;ciudad;cantidad;precio_unitario;valor;canal
1;23/11/2024;1126;Monitor;Tecnología;Bogota;2;850000;1700000;App
2;12/03/2024;1217;Monitor;Tecnología;Bucaramanga;1;850000;850000;Tienda
3;16/01/2024;1259;Monitor;Tecnología;Medellin;5;850000;4250000;Web
4;14/01/2024;1113;Bolígrafo;Papelería;Medellin;4;5000;20000;Distribuidor
5;28/10/2024;1082;Audífonos;Tecnología;Pereira;4;220000;880000;Tienda
6;23/06/2024;1173;Audífonos;Tecnología;Medellin;1;220000;220000;Web
7;17/02/2024;1177;Escritorio;Oficina;Bogota;5;900000;4500000;App
8;15/05/2024;1275;Laptop;Tecnología;Bucaramanga;1;3200000;3200000;Distribuidor
9;12/07/2024;1186;Monitor;Tecnología;Cartagena;5;850000;4250000;App
10;8/04/2024;1149;Monitor;Tecnología;Bogota;1;850000;850000;Web
11;29/04/2024;1233;Monitor;Tecnología;Barranquilla;3;850000;2550000;App
12;24/03/2024;1137;Silla;Oficina;Cali;1;650000;650000;Web
13;7/11/2024;1084;Teclado;Tecnología;Cartagena;4;180000;720000;Web
14;13/07/2024;1167;Audífonos;Tecnología;Bucaramanga;1;220000;220000;Web
15;27/04/2024;1206;Laptop;Tecnología;Pereira;3;3200000;9600000;App
16;3/02/2024;1109;Mouse;Tecnología;Cartagena;4;90000;360000;App
17;21/07/2024;1072;Cuaderno;Papelería;Medellin;2;18000;36000;App
18;14/10/2024;1299;Bolígrafo;Papelería;Cali;4;5000;20000;Distribuidor
19;4/07/2024;1047;Mouse;Tecnología;Medellin;1;90000;90000;Distribuidor
20;26/02/2024;1217;Teclado;Tecnología;Bucaramanga;5;180000;900000;Web
21;2/02/2024;1271;Escritorio;Oficina;Barranquilla;3;900000;2700000;Distribuidor
22;10/10/2024;1275;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;Tienda
23;24/11/2024;1223;Silla;Oficina;Bogota;2;650000;1300000;App
24;20/08/2024;1257;Laptop;Tecnología;Bucaramanga;2;3200000;6400000;App
25;16/09/2024;1260;Monitor;Tecnología;Pereira;5;850000;4250000;App
26;11/04/2024;1277;Teclado;Tecnología;Cali;5;180000;900000;Web
27;1/01/2024;1010;Mochila;Accesorios;Cali;1;160000;160000;Distribuidor
28;4/07/2024;1124;Audífonos;Tecnología;Medellin;5;220000;1100000;Tienda
29;10/02/2024;1036;Monitor;Tecnología;Bucaramanga;5;850000;4250000;Distribuidor
30;5/03/2024;1282;Teclado;Tecnología;Bucaramanga;2;180000;360000;Distribuidor
31;15/05/2024;1109;Bolígrafo;Papelería;Pereira;5;5000;25000;Distribuidor
32;19/12/2024;1205;Mouse;Tecnología;Bucaramanga;3;90000;270000;App
33;12/08/2024;1127;Bolígrafo;Papelería;Barranquilla;2;5000;10000;Tienda
34;2/02/2024;1113;Silla;Oficina;Bogota;1;650000;650000;Web
35;6/02/2024;1017;Laptop;Tecnología;Medellin;3;3200000;9600000;Tienda
36;6/02/2024;1249;Bolígrafo;Papelería;Medellin;2;5000;10000;App
37;3/10/2024;1125;Teclado;Tecnología;Bucaramanga;4;180000;720000;Distribuidor
38;27/07/2024;1221;Mouse;Tecnología;Bogota;3;90000;270000;Tienda
